Model,1-1.ADE-ADE identification-cot-greedy-42.result.json,1-2.ADE-ADE relation-cot-greedy-42.result.json,1-3.ADE-Drug dosage-cot-greedy-42.result.json,103.icliniq-10k-cot-greedy-42.result.json,104.HealthCareMagic-100k-cot-greedy-42.result.json,105.MIMIC-IV CDM-cot-greedy-42.result.json,106.MIMIC-III Outcome.LoS-cot-greedy-42.result.json,106.MIMIC-III Outcome.Mortality-cot-greedy-42.result.json,107.MIMIC-IV BHC-cot-greedy-42.result.json,108.MIMIC-IV DiReCT.Dis-cot-greedy-42.result.json,108.MIMIC-IV DiReCT.PDD-cot-greedy-42.result.json,19.ClinicalNotes-UPMC-cot-greedy-42.result.json,22.CLIP-cot-greedy-42.result.json,33.GOUT-CC.consensus-cot-greedy-42.result.json,35.n2c2 2006 - De-identification-cot-greedy-42.result.json,37.i2b2-2009-Medication-Extraction-Challenge-cot-greedy-42.result.json,38-1.i2b2-2010-Relations-Challenge-concept-cot-greedy-42.result.json,38-2.i2b2-2010-Relations-Challenge-assertion-cot-greedy-42.result.json,38-3.i2b2-2010-Relations-Challenge-relation-cot-greedy-42.result.json,41.n2c2 2014 - De-identification-cot-greedy-42.result.json,5.BrainMRI-AIS-cot-greedy-42.result.json,51.MEDIQA_2019_Task2_RQE-cot-greedy-42.result.json,55.MedNLI-cot-greedy-42.result.json,57.MedSTS-cot-greedy-42.result.json,62.mtsamples-cot-greedy-42.result.json,63.MTSamples-temporal annotation-cot-greedy-42.result.json,65.n2c2-2018-Track2-Adverse-Drug-Events-and-Medication-Extraction-cot-greedy-42.result.json,76-1.MTS-Dialog-MEDIQA-2023-chat-task-A-cot-greedy-42.result.json,76-2.MTS-Dialog-MEDIQA-2023-sum-task-A-cot-greedy-42.result.json,76-3.MTS-Dialog-MEDIQA-2023-sum-task-B-cot-greedy-42.result.json,90-1.n2c2 2014 - Heart Disease Challenge - Diabete-cot-greedy-42.result.json,90-2.n2c2 2014 - Heart Disease Challenge - CAD-cot-greedy-42.result.json,90-3.n2c2 2014 - Heart Disease Challenge - Hyperlipidemia-cot-greedy-42.result.json,90-4.n2c2 2014 - Heart Disease Challenge - Hypertension-cot-greedy-42.result.json,90-8.n2c2 2014 - Heart Disease Challenge - Medication-cot-greedy-42.result.json,task_average
MeLLaMA-13B-chat,0.0,0.0,0.0051813471502590676,0.002728512960436562,0.004107509599071346,0.0,0.015,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.009523809523809525,0.007905138339920948,0.012711864406779662,0.0019455252918287938,0.0,0.0,0.0049261083743842365,0.0,0.0,0.0036496350364963502,0.0049504950495049506,0.02,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.004295054726556033
MeLLaMA-70B-chat,0.0,0.0,0.0,0.002728512960436562,0.004553978033753014,0.0,0.032,0.034,0.031,0.004123711340206186,0.002061855670103093,0.0,0.0010718113612004287,0.0,0.0,0.0,0.004761904761904762,0.011857707509881422,0.0,0.0019455252918287938,0.0,0.0,0.0007037297677691766,0.0,0.0,0.0,0.0,0.015,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0022172949002217295,0.004517915477094721
MedReason-8B,0.005255613951266125,0.002336448598130841,0.0051813471502590676,0.002728512960436562,0.006518439146352353,0.016666666666666666,0.045,0.049,0.035,0.02268041237113402,0.024742268041237112,0.0,0.0053590568060021436,0.007058823529411765,0.02727272727272727,0.008733624454148471,0.009523809523809525,0.023715415019762844,0.012711864406779662,0.0038910505836575876,0.0,0.02608695652173913,0.0063335679099225895,0.0027397260273972603,0.01276595744680851,0.043795620437956206,0.019801980198019802,0.045,0.020100502512562814,0.025252525252525252,0.0,0.004424778761061947,0.004016064257028112,0.002544529262086514,0.011086474501108648,0.01535213610199997
Ministral-8B-Instruct-2410,0.0033444816053511705,0.0,0.010362694300518135,0.001364256480218281,0.005804089650861684,0.025,0.1,0.098,0.046,0.032989690721649485,0.041237113402061855,0.0,0.0,0.004705882352941176,0.013636363636363636,0.0,0.023809523809523808,0.03162055335968379,0.0211864406779661,0.033073929961089495,0.0,0.008695652173913044,0.0063335679099225895,0.0013698630136986301,0.00851063829787234,0.0072992700729927005,0.0049504950495049506,0.02,0.010050251256281407,0.010101010101010102,0.0027472527472527475,0.008849557522123894,0.0,0.0,0.0022172949002217295,0.016664567800086363
Mistral-Large-Instruct-2411,0.002866698518872432,0.0,0.0,0.004092769440654843,0.005089740155371015,0.020833333333333332,0.118,0.128,0.044,0.05360824742268041,0.04742268041237113,0.0,0.0010718113612004287,0.002352941176470588,0.0,0.0,0.02857142857142857,0.03557312252964427,0.029661016949152543,0.007782101167315175,0.0,0.008695652173913044,0.00422237860661506,0.0013698630136986301,0.01276595744680851,0.0,0.0,0.015,0.010050251256281407,0.010101010101010102,0.0,0.0,0.0,0.0,0.0022172949002217295,0.016952808529629805
Mistral-Small-24B-Instruct-2501,0.0023889154323936935,0.0,0.0,0.0,0.004018215912135012,0.0125,0.084,0.095,0.054,0.008247422680412371,0.002061855670103093,0.0,0.0010718113612004287,0.0,0.004545454545454545,0.0,0.023809523809523808,0.05533596837944664,0.025423728813559324,0.009727626459143969,0.0,0.008695652173913044,0.005629838142153413,0.0027397260273972603,0.00425531914893617,0.0,0.0,0.015,0.010050251256281407,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.01253149485465898
Mistral-Small-3.1-24B-Instruct-2503,0.002866698518872432,0.004672897196261682,0.010362694300518135,0.004092769440654843,0.007054201267970355,0.016666666666666666,0.083,0.08,0.06,0.032989690721649485,0.026804123711340205,0.0,0.004287245444801715,0.004705882352941176,0.00909090909090909,0.0,0.01904761904761905,0.04743083003952569,0.029661016949152543,0.019455252918287938,0.0,0.008695652173913044,0.0063335679099225895,0.0013698630136986301,0.01702127659574468,0.01824817518248175,0.01485148514851485,0.015,0.010050251256281407,0.010101010101010102,0.0,0.004424778761061947,0.0,0.0,0.004434589800443459,0.016363404217435526
Mistral-Small-Instruct-2409,0.002866698518872432,0.002336448598130841,0.0,0.002728512960436562,0.004196803286007679,0.0125,0.076,0.078,0.041,0.0288659793814433,0.032989690721649485,0.0,0.0010718113612004287,0.002352941176470588,0.01818181818181818,0.0,0.023809523809523808,0.03162055335968379,0.0211864406779661,0.007782101167315175,0.0,0.008695652173913044,0.0049261083743842365,0.0013698630136986301,0.01702127659574468,0.0036496350364963502,0.0049504950495049506,0.02,0.010050251256281407,0.015151515151515152,0.0027472527472527475,0.01327433628318584,0.012048192771084338,0.002544529262086514,0.004434589800443459,0.01452437202046028
OpenThinker3-7B,0.008122312470138558,0.007009345794392523,0.0051813471502590676,0.020463847203274217,0.022948477542637735,0.016666666666666666,0.085,0.097,0.054,0.088659793814433,0.07835051546391752,0.0,0.0010718113612004287,0.004705882352941176,0.02727272727272727,0.017467248908296942,0.01904761904761905,0.05138339920948617,0.03389830508474576,0.0311284046692607,0.0,0.008695652173913044,0.01055594651653765,0.005479452054794521,0.01276595744680851,0.06569343065693431,0.024752475247524754,0.04,0.010050251256281407,0.020202020202020204,0.019230769230769232,0.022123893805309734,0.01606425702811245,0.015267175572519083,0.013303769401330377,0.02724465013156721
Phi-3.5-MoE-instruct,0.0033444816053511705,0.007009345794392523,0.010362694300518135,0.001364256480218281,0.005893383337798017,0.03333333333333333,0.089,0.085,0.031,0.032989690721649485,0.030927835051546393,0.0,0.0010718113612004287,0.004705882352941176,0.01818181818181818,0.0,0.023809523809523808,0.03162055335968379,0.025423728813559324,0.009727626459143969,0.003745318352059925,0.008695652173913044,0.007037297677691766,0.0027397260273972603,0.0,0.0,0.01485148514851485,0.025,0.010050251256281407,0.015151515151515152,0.0027472527472527475,0.01327433628318584,0.0,0.002544529262086514,0.0066518847006651885,0.015921577535521193
Phi-3.5-mini-instruct,0.004777830864787387,0.007009345794392523,0.010362694300518135,0.004092769440654843,0.007232788641843022,0.016666666666666666,0.112,0.091,0.034,0.026804123711340205,0.012371134020618556,0.0,0.0021436227224008574,0.004705882352941176,0.01818181818181818,0.004366812227074236,0.014285714285714285,0.043478260869565216,0.025423728813559324,0.009727626459143969,0.003745318352059925,0.008695652173913044,0.005629838142153413,0.0027397260273972603,0.00851063829787234,0.0072992700729927005,0.0049504950495049506,0.02,0.01507537688442211,0.020202020202020204,0.008241758241758242,0.01327433628318584,0.004016064257028112,0.0,0.0066518847006651885,0.01650466280108606
Phi-4,0.003822264691829909,0.004672897196261682,0.0051813471502590676,0.002728512960436562,0.005089740155371015,0.020833333333333332,0.09,0.095,0.068,0.04536082474226804,0.03711340206185567,0.0,0.0010718113612004287,0.002352941176470588,0.004545454545454545,0.0,0.023809523809523808,0.04743083003952569,0.029661016949152543,0.013618677042801557,0.0,0.008695652173913044,0.007037297677691766,0.0027397260273972603,0.01276595744680851,0.0036496350364963502,0.019801980198019802,0.03,0.010050251256281407,0.020202020202020204,0.0,0.0,0.0,0.0,0.004434589800443459,0.01770484820099475
Phi-4-mini-instruct,0.002866698518872432,0.0,0.0051813471502590676,0.0,0.0034824537905170103,0.0125,0.082,0.03,0.051,0.030927835051546393,0.030927835051546393,0.0,0.0010718113612004287,0.002352941176470588,0.00909090909090909,0.0,0.01904761904761905,0.011857707509881422,0.0,0.011673151750972763,0.0,0.008695652173913044,0.007741027445460943,0.0013698630136986301,0.01276595744680851,0.0,0.04455445544554455,0.015,0.010050251256281407,0.010101010101010102,0.0,0.0,0.0,0.002544529262086514,0.004434589800443459,0.012035361298429768
Phi-4-mini-reasoning,0.012900143334925944,0.014018691588785047,0.015544041450777202,0.020463847203274217,0.021966246986338065,0.025,0.095,0.119,0.061,0.05360824742268041,0.04742268041237113,0.0,0.01822079314040729,0.009411764705882352,0.022727272727272728,0.004366812227074236,0.02857142857142857,0.05138339920948617,0.03389830508474576,0.023346303501945526,0.0,0.008695652173913044,0.013370865587614356,0.00410958904109589,0.03829787234042553,0.06569343065693431,0.019801980198019802,0.04,0.03015075376884422,0.025252525252525252,0.0027472527472527475,0.022123893805309734,0.008032128514056224,0.0,0.008869179600886918,0.027571288607264943
QWQ-32B,0.004777830864787387,0.011682242990654205,0.010362694300518135,0.009549795361527967,0.014019108849004376,0.020833333333333332,0.119,0.126,0.056,0.049484536082474224,0.04329896907216495,0.004366812227074236,0.0021436227224008574,0.007058823529411765,0.0,0.0,0.04285714285714286,0.05533596837944664,0.0423728813559322,0.013618677042801557,0.0,0.017391304347826087,0.009148486980999296,0.00410958904109589,0.02127659574468085,0.029197080291970802,0.019801980198019802,0.035,0.010050251256281407,0.025252525252525252,0.0027472527472527475,0.008849557522123894,0.008032128514056224,0.007633587786259542,0.015521064301552107,0.024193538370094823
QwQ-32B-Preview,0.007644529383659818,0.007009345794392523,0.010362694300518135,0.002728512960436562,0.010715242432360031,0.025,0.153,0.161,0.067,0.06597938144329897,0.06597938144329897,0.0,0.006430868167202572,0.004705882352941176,0.04090909090909091,0.004366812227074236,0.06666666666666667,0.07114624505928854,0.07203389830508475,0.048638132295719845,0.0,0.013043478260869565,0.014074595355383532,0.005479452054794521,0.03829787234042553,0.09854014598540146,0.034653465346534656,0.035,0.010050251256281407,0.030303030303030304,0.027472527472527472,0.03982300884955752,0.04417670682730924,0.03307888040712468,0.024390243902439025,0.03827715263150608
Qwen2.5-1.5B-Instruct,0.0033444816053511705,0.0,0.0051813471502590676,0.002728512960436562,0.005625502276989017,0.029166666666666667,0.09,0.09,0.05,0.024742268041237112,0.02268041237113402,0.0,0.0010718113612004287,0.002352941176470588,0.022727272727272728,0.0,0.004761904761904762,0.03557312252964427,0.00847457627118644,0.021400778210116732,0.0,0.008695652173913044,0.005629838142153413,0.0027397260273972603,0.02127659574468085,0.0036496350364963502,0.024752475247524754,0.01,0.010050251256281407,0.010101010101010102,0.008241758241758242,0.008849557522123894,0.012048192771084338,0.01272264631043257,0.008869179600886918,0.016213089036731788
Qwen2.5-32B-Instruct,0.003822264691829909,0.004672897196261682,0.010362694300518135,0.0,0.00892936869363336,0.016666666666666666,0.115,0.126,0.05,0.04329896907216495,0.05154639175257732,0.0,0.0010718113612004287,0.004705882352941176,0.0,0.0,0.01904761904761905,0.03162055335968379,0.025423728813559324,0.017509727626459144,0.0,0.013043478260869565,0.007741027445460943,0.0027397260273972603,0.01276595744680851,0.0,0.0049504950495049506,0.03,0.010050251256281407,0.020202020202020204,0.0,0.004424778761061947,0.0,0.0,0.004434589800443459,0.01828659711957038
Qwen2.5-3B-Instruct,0.0023889154323936935,0.002336448598130841,0.010362694300518135,0.002728512960436562,0.00669702652022502,0.016666666666666666,0.064,0.076,0.041,0.0288659793814433,0.026804123711340205,0.0,0.0010718113612004287,0.002352941176470588,0.013636363636363636,0.0,0.014285714285714285,0.023715415019762844,0.03389830508474576,0.011673151750972763,0.0,0.008695652173913044,0.005629838142153413,0.0027397260273972603,0.00425531914893617,0.0036496350364963502,0.0049504950495049506,0.02,0.01507537688442211,0.015151515151515152,0.005494505494505495,0.017699115044247787,0.0,0.010178117048346057,0.004434589800443459,0.01418394156823617
Qwen2.5-72B-Instruct,0.0033444816053511705,0.002336448598130841,0.0051813471502590676,0.001364256480218281,0.00669702652022502,0.025,0.12,0.131,0.06,0.05360824742268041,0.05979381443298969,0.0,0.0010718113612004287,0.002352941176470588,0.0,0.0,0.01904761904761905,0.05928853754940711,0.025423728813559324,0.005836575875486381,0.003745318352059925,0.008695652173913044,0.0049261083743842365,0.0013698630136986301,0.01702127659574468,0.0036496350364963502,0.0,0.02,0.005025125628140704,0.020202020202020204,0.0027472527472527475,0.004424778761061947,0.0,0.0,0.004434589800443459,0.019359670191966098
Qwen2.5-7B-Instruct,0.0033444816053511705,0.002336448598130841,0.0051813471502590676,0.001364256480218281,0.00544691490311635,0.016666666666666666,0.083,0.096,0.05,0.05567010309278351,0.04536082474226804,0.0,0.0010718113612004287,0.002352941176470588,0.0,0.0,0.004761904761904762,0.023715415019762844,0.029661016949152543,0.019455252918287938,0.0,0.008695652173913044,0.0063335679099225895,0.0027397260273972603,0.01276595744680851,0.014598540145985401,0.009900990099009901,0.025,0.010050251256281407,0.020202020202020204,0.008241758241758242,0.0,0.004016064257028112,0.010178117048346057,0.008869179600886918,0.01677089170956945
Qwen3-0.6B-Non-Thinking,0.0033444816053511705,0.002336448598130841,0.010362694300518135,0.001364256480218281,0.005089740155371015,0.016666666666666666,0.069,0.068,0.042,0.032989690721649485,0.0288659793814433,0.0,0.0,0.002352941176470588,0.00909090909090909,0.008733624454148471,0.004761904761904762,0.03162055335968379,0.012711864406779662,0.007782101167315175,0.0,0.004347826086956522,0.0063335679099225895,0.0013698630136986301,0.01702127659574468,0.032846715328467155,0.009900990099009901,0.03,0.010050251256281407,0.025252525252525252,0.008241758241758242,0.022123893805309734,0.008032128514056224,0.015267175572519083,0.004434589800443459,0.015779897651521525
Qwen3-0.6B-Thinking,0.004777830864787387,0.007009345794392523,0.010362694300518135,0.002728512960436562,0.009733011876060363,0.025,0.063,0.064,0.054,0.03711340206185567,0.026804123711340205,0.0,0.0010718113612004287,0.007058823529411765,0.004545454545454545,0.008733624454148471,0.009523809523809525,0.023715415019762844,0.01694915254237288,0.013618677042801557,0.0,0.013043478260869565,0.0049261083743842365,0.0013698630136986301,0.029787234042553193,0.040145985401459854,0.019801980198019802,0.025,0.010050251256281407,0.03535353535353535,0.008241758241758242,0.004424778761061947,0.008032128514056224,0.015267175572519083,0.011086474501108648,0.01760789831656169
Qwen3-1.7B-Non-Thinking,0.004300047778308648,0.004672897196261682,0.010362694300518135,0.004092769440654843,0.00571479596392535,0.025,0.088,0.093,0.044,0.03917525773195876,0.04536082474226804,0.0,0.0010718113612004287,0.002352941176470588,0.02727272727272727,0.004366812227074236,0.009523809523809525,0.03557312252964427,0.029661016949152543,0.042801556420233464,0.0,0.008695652173913044,0.007741027445460943,0.0013698630136986301,0.01276595744680851,0.01824817518248175,0.009900990099009901,0.02,0.010050251256281407,0.025252525252525252,0.019230769230769232,0.017699115044247787,0.012048192771084338,0.010178117048346057,0.004434589800443459,0.01982623743940795
Qwen3-1.7B-Thinking,0.005733397037744864,0.007009345794392523,0.010362694300518135,0.01227830832196453,0.013840521475131708,0.025,0.083,0.121,0.054,0.041237113402061855,0.04742268041237113,0.0,0.0021436227224008574,0.004705882352941176,0.022727272727272728,0.0,0.01904761904761905,0.03557312252964427,0.025423728813559324,0.023346303501945526,0.0,0.008695652173913044,0.007741027445460943,0.00410958904109589,0.02553191489361702,0.040145985401459854,0.019801980198019802,0.04,0.01507537688442211,0.025252525252525252,0.005494505494505495,0.030973451327433628,0.008032128514056224,0.027989821882951654,0.015521064301552107,0.023663332435730877
Qwen3-14B-Non-Thinking,0.003822264691829909,0.002336448598130841,0.010362694300518135,0.005457025920873124,0.008304312885079025,0.020833333333333332,0.111,0.12,0.052,0.03917525773195876,0.032989690721649485,0.0,0.0010718113612004287,0.002352941176470588,0.022727272727272728,0.0,0.01904761904761905,0.05533596837944664,0.0211864406779661,0.038910505836575876,0.0,0.008695652173913044,0.007037297677691766,0.00410958904109589,0.02127659574468085,0.021897810218978103,0.0,0.025,0.010050251256281407,0.030303030303030304,0.005494505494505495,0.017699115044247787,0.004016064257028112,0.002544529262086514,0.004434589800443459,0.020842074790397333
Qwen3-14B-Thinking,0.004300047778308648,0.007009345794392523,0.010362694300518135,0.005457025920873124,0.012054647736405036,0.025,0.121,0.144,0.052,0.05979381443298969,0.04742268041237113,0.0,0.0010718113612004287,0.004705882352941176,0.00909090909090909,0.013100436681222707,0.0380952380952381,0.05533596837944664,0.03389830508474576,0.019455252918287938,0.0,0.008695652173913044,0.00844475721323012,0.00410958904109589,0.029787234042553193,0.0364963503649635,0.019801980198019802,0.025,0.010050251256281407,0.015151515151515152,0.0027472527472527475,0.008849557522123894,0.008032128514056224,0.005089058524173028,0.004434589800443459,0.024281256482556333
Qwen3-235B-A22B-Non-Thinking,0.003822264691829909,0.007009345794392523,0.010362694300518135,0.0068212824010914054,0.007322082328779355,0.016666666666666666,0.081,0.103,0.054,0.03917525773195876,0.03917525773195876,0.0,0.0010718113612004287,0.002352941176470588,0.004545454545454545,0.004366812227074236,0.0380952380952381,0.06719367588932806,0.03389830508474576,0.011673151750972763,0.0,0.008695652173913044,0.007741027445460943,0.0027397260273972603,0.01702127659574468,0.0072992700729927005,0.024752475247524754,0.025,0.010050251256281407,0.015151515151515152,0.0,0.004424778761061947,0.0,0.0,0.0022172949002217295,0.01876130026885124
Qwen3-235B-A22B-Thinking,0.007644529383659818,0.009345794392523364,0.010362694300518135,0.010914051841746248,0.013483346727386374,0.041666666666666664,0.119,0.151,0.067,0.06597938144329897,0.06597938144329897,0.0,0.0021436227224008574,0.002352941176470588,0.00909090909090909,0.013100436681222707,0.06666666666666667,0.15810276679841898,0.029661016949152543,0.029182879377431907,0.0,0.013043478260869565,0.00844475721323012,0.00684931506849315,0.02127659574468085,0.051094890510948905,0.039603960396039604,0.03,0.010050251256281407,0.010101010101010102,0.0027472527472527475,0.01327433628318584,0.008032128514056224,0.0,0.013303769401330377,0.03144282374740431
Qwen3-30B-A3B-Instruct-2507,0.003822264691829909,0.004672897196261682,0.010362694300518135,0.010914051841746248,0.011608179301723368,0.041666666666666664,0.086,0.099,0.048,0.07216494845360824,0.06597938144329897,0.0,0.003215434083601286,0.011764705882352941,0.013636363636363636,0.008733624454148471,0.02857142857142857,0.07114624505928854,0.038135593220338986,0.023346303501945526,0.0,0.008695652173913044,0.00844475721323012,0.00410958904109589,0.01702127659574468,0.021897810218978103,0.034653465346534656,0.035,0.005025125628140704,0.015151515151515152,0.0,0.008849557522123894,0.0,0.0,0.0022172949002217295,0.02325162360276055
Qwen3-30B-A3B-Non-Thinking,0.003822264691829909,0.004672897196261682,0.010362694300518135,0.0068212824010914054,0.008482900258951692,0.020833333333333332,0.077,0.11,0.05,0.05567010309278351,0.041237113402061855,0.0,0.0010718113612004287,0.0,0.02727272727272727,0.0,0.0380952380952381,0.05138339920948617,0.038135593220338986,0.02529182879377432,0.0,0.013043478260869565,0.007741027445460943,0.0013698630136986301,0.00851063829787234,0.01824817518248175,0.009900990099009901,0.01,0.010050251256281407,0.015151515151515152,0.005494505494505495,0.02654867256637168,0.0,0.0,0.0066518847006651885,0.020081833945666545
Qwen3-30B-A3B-Thinking,0.005733397037744864,0.007009345794392523,0.010362694300518135,0.008185538881309686,0.012054647736405036,0.016666666666666666,0.103,0.126,0.063,0.05154639175257732,0.049484536082474224,0.0,0.0010718113612004287,0.002352941176470588,0.02727272727272727,0.0,0.0380952380952381,0.04743083003952569,0.03389830508474576,0.03501945525291829,0.0,0.008695652173913044,0.009148486980999296,0.0027397260273972603,0.02127659574468085,0.032846715328467155,0.019801980198019802,0.025,0.010050251256281407,0.015151515151515152,0.008241758241758242,0.017699115044247787,0.004016064257028112,0.002544529262086514,0.011086474501108648,0.023613811162926227
Qwen3-30B-A3B-Thinking-2507,0.006211180124223602,0.004672897196261682,0.010362694300518135,0.015006821282401092,0.015537101526922047,0.07083333333333333,0.11,0.152,0.046,0.06804123711340206,0.07422680412371134,0.0,0.003215434083601286,0.004705882352941176,0.01818181818181818,0.017467248908296942,0.023809523809523808,0.05928853754940711,0.029661016949152543,0.021400778210116732,0.0,0.008695652173913044,0.009852216748768473,0.00410958904109589,0.02127659574468085,0.029197080291970802,0.0297029702970297,0.035,0.010050251256281407,0.015151515151515152,0.0,0.01327433628318584,0.0,0.002544529262086514,0.008869179600886918,0.0268098921399156
Qwen3-32B-Non-Thinking,0.004777830864787387,0.007009345794392523,0.010362694300518135,0.002728512960436562,0.009822305562996696,0.029166666666666667,0.103,0.13,0.055,0.04742268041237113,0.049484536082474224,0.0,0.0010718113612004287,0.002352941176470588,0.00909090909090909,0.0,0.02857142857142857,0.05928853754940711,0.0211864406779661,0.009727626459143969,0.0,0.008695652173913044,0.009852216748768473,0.0027397260273972603,0.00425531914893617,0.0072992700729927005,0.0,0.015,0.010050251256281407,0.010101010101010102,0.0,0.008849557522123894,0.0,0.002544529262086514,0.0022172949002217295,0.018904831278425724
Qwen3-32B-Thinking,0.005733397037744864,0.009345794392523364,0.010362694300518135,0.009549795361527967,0.013215465666577372,0.020833333333333332,0.112,0.14,0.053,0.05979381443298969,0.049484536082474224,0.0,0.0010718113612004287,0.002352941176470588,0.00909090909090909,0.0,0.04285714285714286,0.05928853754940711,0.03389830508474576,0.011673151750972763,0.0,0.008695652173913044,0.009148486980999296,0.00410958904109589,0.02127659574468085,0.0364963503649635,0.01485148514851485,0.035,0.010050251256281407,0.020202020202020204,0.0,0.008849557522123894,0.0,0.002544529262086514,0.0066518847006651885,0.023469372339310922
Qwen3-4B-Instruct-2507,0.004300047778308648,0.007009345794392523,0.010362694300518135,0.005457025920873124,0.011786766675596035,0.020833333333333332,0.105,0.138,0.064,0.05979381443298969,0.0577319587628866,0.0,0.0021436227224008574,0.002352941176470588,0.013636363636363636,0.008733624454148471,0.02857142857142857,0.043478260869565216,0.025423728813559324,0.023346303501945526,0.0,0.008695652173913044,0.009148486980999296,0.00410958904109589,0.01276595744680851,0.029197080291970802,0.01485148514851485,0.035,0.010050251256281407,0.025252525252525252,0.0,0.004424778761061947,0.0,0.0,0.0066518847006651885,0.022631684337103334
Qwen3-4B-Non-Thinking,0.0033444816053511705,0.007009345794392523,0.010362694300518135,0.002728512960436562,0.007500669702652022,0.016666666666666666,0.095,0.099,0.051,0.04329896907216495,0.041237113402061855,0.0,0.0010718113612004287,0.002352941176470588,0.022727272727272728,0.0,0.014285714285714285,0.02766798418972332,0.025423728813559324,0.021400778210116732,0.0,0.008695652173913044,0.0049261083743842365,0.0013698630136986301,0.01702127659574468,0.0072992700729927005,0.01485148514851485,0.025,0.010050251256281407,0.015151515151515152,0.0,0.008849557522123894,0.0,0.0,0.008869179600886918,0.017547509805095913
Qwen3-4B-Thinking,0.008600095556617296,0.011682242990654205,0.015544041450777202,0.008185538881309686,0.014286989909813376,0.029166666666666667,0.097,0.128,0.066,0.061855670103092786,0.04536082474226804,0.0,0.0010718113612004287,0.002352941176470588,0.01818181818181818,0.0,0.01904761904761905,0.039525691699604744,0.029661016949152543,0.01556420233463035,0.0,0.013043478260869565,0.00844475721323012,0.0027397260273972603,0.01702127659574468,0.021897810218978103,0.01485148514851485,0.02,0.01507537688442211,0.010101010101010102,0.005494505494505495,0.022123893805309734,0.008032128514056224,0.002544529262086514,0.013303769401330377,0.022450311942261436
Qwen3-4B-Thinking-2507,0.008122312470138558,0.016355140186915886,0.02072538860103627,0.01637107776261937,0.017769443700330387,0.04583333333333333,0.161,0.21,0.068,0.09072164948453608,0.09072164948453608,0.0,0.0021436227224008574,0.007058823529411765,0.04090909090909091,0.004366812227074236,0.02857142857142857,0.05928853754940711,0.05084745762711865,0.03696498054474708,0.0,0.013043478260869565,0.013370865587614356,0.012328767123287671,0.02553191489361702,0.0948905109489051,0.009900990099009901,0.04,0.01507537688442211,0.020202020202020204,0.008241758241758242,0.02654867256637168,0.012048192771084338,0.005089058524173028,0.011086474501108648,0.03666082369452476
Qwen3-8B-Non-Thinking,0.003822264691829909,0.007009345794392523,0.010362694300518135,0.005457025920873124,0.00794713813733369,0.03333333333333333,0.084,0.097,0.062,0.05154639175257732,0.06391752577319587,0.0,0.0010718113612004287,0.002352941176470588,0.00909090909090909,0.0,0.0380952380952381,0.05533596837944664,0.03389830508474576,0.02529182879377432,0.003745318352059925,0.008695652173913044,0.007741027445460943,0.0027397260273972603,0.02127659574468085,0.010948905109489052,0.01485148514851485,0.02,0.010050251256281407,0.030303030303030304,0.0,0.01327433628318584,0.0,0.002544529262086514,0.008869179600886918,0.021330650239795024
Qwen3-8B-Thinking,0.004777830864787387,0.007009345794392523,0.010362694300518135,0.005457025920873124,0.012679703544959372,0.03333333333333333,0.104,0.14,0.063,0.05979381443298969,0.07422680412371134,0.0,0.0010718113612004287,0.004705882352941176,0.013636363636363636,0.013100436681222707,0.023809523809523808,0.05928853754940711,0.03389830508474576,0.01556420233463035,0.0,0.013043478260869565,0.01055594651653765,0.005479452054794521,0.02553191489361702,0.021897810218978103,0.01485148514851485,0.035,0.010050251256281407,0.020202020202020204,0.0027472527472527475,0.01327433628318584,0.004016064257028112,0.007633587786259542,0.013303769401330377,0.025065799547207723
Qwen3-Next-80B-A3B-Instruct,0.003822264691829909,0.004672897196261682,0.010362694300518135,0.01227830832196453,0.01732297526564872,0.058333333333333334,0.078,0.107,0.052,0.05567010309278351,0.06597938144329897,0.0,0.0010718113612004287,0.002352941176470588,0.0,0.017467248908296942,0.0380952380952381,0.06719367588932806,0.029661016949152543,0.009727626459143969,0.0,0.017391304347826087,0.0063335679099225895,0.00684931506849315,0.02127659574468085,0.014598540145985401,0.01485148514851485,0.045,0.010050251256281407,0.03535353535353535,0.0,0.0,0.0,0.0,0.004434589800443459,0.023061448607432936
Qwen3-Next-80B-A3B-Thinking,0.009077878643096034,0.009345794392523364,0.015544041450777202,0.010914051841746248,0.021966246986338065,0.041666666666666664,0.159,0.172,0.073,0.10103092783505155,0.09896907216494845,0.0,0.0053590568060021436,0.004705882352941176,0.06818181818181818,0.004366812227074236,0.08095238095238096,0.11067193675889328,0.0847457627118644,0.054474708171206226,0.0,0.017391304347826087,0.015482054890921885,0.009589041095890411,0.01702127659574468,0.12043795620437957,0.0297029702970297,0.02,0.020100502512562814,0.020202020202020204,0.008241758241758242,0.017699115044247787,0.020080321285140562,0.017811704834605598,0.022172949002217297,0.04234017179136208
